BROAD_ID	CPD_NAME	CPD_NAME_TYPE	CPD_SAMPLE_ID	DOS_LIBRARY	SOURCE_NAME	CHEMIST_NAME	VENDOR_CATALOG_ID	CPD_SMILES	USERCOMMENT	pert_id	pert_iname
BRD-A24122750-001-01-1	SACLOFEN	to-be-curated	SA82542	NA	Biomol International Inc.	NA	AC-490	NCC(CS(O)(=O)=O)c1ccc(Cl)cc1	NA	BRD-A24122750	saclofen
BRD-K89085489-001-02-6	fenretinide	INN	SA63221	NA	EMD Biosciences	NA	390900	CC(/C=C/C1=C(C)CCCC1(C)C)=C\C=C\C(C)=C\C(=O)Nc1ccc(O)cc1	NA	BRD-K89085489	fenretinide
BRD-A09828896-004-04-5	SKF 81297	common	SA792495	NA	Tocris Bioscience	NA	1447	Oc1cc2C(CNCCc2c(Cl)c1O)c1ccccc1	NA	BRD-A09828896	SKF-81297
BRD-A39522003-001-01-0	OMDM-2	to-be-curated	SA792632	NA	Tocris Bioscience	NA	1797	CCCCCCCCC=CCCCCCCCC(=O)NC(CO)Cc1ccc(O)cc1	NA	BRD-A39522003	OMDM-2
BRD-A41250306-001-03-4	cyclopenthiazide	INN	SA83701	NA	Prestwick Chemical Inc.	NA	Prestw-994	NS(=O)(=O)c1cc2c(NC(CC3CCCC3)NS2(=O)=O)cc1Cl	NA	BRD-A41250306	cyclopenthiazide
BRD-K90333595-001-02-8	phentolamine	INN	SA82099	NA	Biomol International Inc.	NA	AC-121	Cc1ccc(cc1)N(CC1=NCCN1)c1cccc(O)c1	NA	BRD-K90333595	phentolamine
BRD-A45140972-060-02-4	meclocycline sulfosalicylate	USAN	SA83172	NA	Prestwick Chemical Inc.	NA	Prestw-456	CN(C)[C@H]1[C@@H]2[C@@H](O)C3C(C(=O)c4c(O)ccc(Cl)c4C3=C)C(=O)[C@]2(O)C(=O)C(C(N)=O)C1=O	NA	BRD-A45140972	meclocycline
BRD-K00206590-001-01-2	P1075	to-be-curated	SA792443	NA	Tocris Bioscience	NA	1355	CCC(C)(C)N=C(NC#N)Nc1cccnc1	NA	BRD-K00206590	P-1075
BRD-K87905482-001-02-4	anandamide(18:2,n-6)	common	SA81966	NA	Biomol International Inc.	NA	FA026	CCCCC\C=C/C\C=C/CCCCCCCC(=O)NCCO	NA	BRD-K87905482	anandamide
BRD-A01320529-001-05-9	salmeterol	INN	SA792580	NA	Tocris Bioscience	NA	1660	OCc1cc(ccc1O)C(O)CNCCCCCCOCCCCc1ccccc1	NA	BRD-A01320529	salmeterol
BRD-A01295252-001-01-5	TRANS-7-HYDROXY-PIPAT	to-be-curated	SA82600	NA	Biomol International Inc.	NA	D-106	CCCN(C\C=C\I)C1CCc2ccc(O)cc2C1	NA	BRD-A01295252	7-hydroxy-PIPAT
BRD-K03067624-300-02-9	emetine	primary-common	SA82899	NA	Prestwick Chemical Inc.	NA	Prestw-570	CC[C@H]1CN2CCc3cc(OC)c(OC)cc3[C@@H]2C[C@@H]1C[C@H]1NCCc2cc(OC)c(OC)cc12	NA	BRD-K03067624	emetine
BRD-K16195444-001-01-7	oxymetazoline	INN	SA82524	NA	Biomol International Inc.	NA	AC-847	Cc1cc(c(O)c(C)c1CC1=NCCN1)C(C)(C)C	NA	BRD-K16195444	oxymetazoline
BRD-K15616905-001-01-5	carbonyl cyanide m-chlorophenyl hydrazone	primary-common	SA791979	NA	Tocris Bioscience	NA	452	Clc1cccc(NN=C(C#N)C#N)c1	NA	BRD-K15616905	CCCP
BRD-A21858158-001-04-5	praziquantel	INN	SA58430	NA	MicroSource Discovery Systems Inc.	NA	1500494	O=C(C1CCCCC1)N1CC2N(CCc3ccccc23)C(=O)C1	NA	BRD-A21858158	praziquantel
BRD-A31575449-300-01-4	CGP-20712A	common	SA792280	NA	Tocris Bioscience	NA	1024	Cn1cc(nc1-c1ccc(OCC(O)CNCCOc2ccc(O)c(c2)C(N)=O)cc1)C(F)(F)F	NA	BRD-A31575449	CGP-20712
BRD-K05434375-001-04-0	HA-1004	primary-common	SA82258	NA	Biomol International Inc.	NA	EI-184	NC(=N)NCCNS(=O)(=O)c1cccc2cnccc12	NA	BRD-K05434375	HA-1004
BRD-A42571354-300-01-3	cetirizine	INN	SA23196	NA	TimTec LLC	NA	ST024755	OC(=O)COCCN1CCN(CC1)C(c1ccccc1)c1ccc(Cl)cc1	NA	BRD-A42571354	cetirizine
BRD-K89923877-003-02-4	scopolamine	primary-common	SA83551	NA	Prestwick Chemical Inc.	NA	Prestw-877	CN1[C@H]2C[C@@H](C[C@@H]1[C@H]1O[C@@H]21)OC(=O)[C@H](CO)c1ccccc1	NA	BRD-K89923877	scopolamine
BRD-A11813248-001-02-8	AM 92016 hydrochloride	common	SA82055	NA	Biomol International Inc.	NA	AC-115	CN(CCc1ccc(Cl)c(Cl)c1)CC(O)COc1ccc(NS(C)(=O)=O)cc1	NA	BRD-A11813248	AM-92016
BRD-A32949107-001-01-7	MRS 1845	to-be-curated	SA792657	NA	Tocris Bioscience	NA	1866	COC(=O)C1=C(C)N(CC#C)C(C)=C(C1c1cccc(c1)-n1oo1)C(=O)CCO	NA	BRD-A32949107	MRS-1845
BRD-A31521121-001-04-1	methocarbamol	INN	SA58376	NA	MicroSource Discovery Systems Inc.	NA	1500397	COc1ccccc1OCC(O)COC(N)=O	NA	BRD-A31521121	methocarbamol
BRD-K11163873-001-02-8	phenanthridone	primary-common	SA82312	NA	Biomol International Inc.	NA	AP-100	O=c1[nH]c2ccccc2c2ccccc12	NA	BRD-K11163873	phenanthridone
BRD-A58048407-001-06-3	nimodipine	INN	SA82090	NA	Biomol International Inc.	NA	CA-211	COCCOC(=O)C1=C(C)NC(C)=C(C1c1cccc(c1)[N+]([O-])=O)C(=O)OC(C)C	NA	BRD-A58048407	nimodipine
BRD-A39255369-001-01-5	DCPIB	to-be-curated	SA792535	NA	Tocris Bioscience	NA	1540	CCCCC1(Cc2cc(OCCCC(O)=O)c(Cl)c(Cl)c2C1=O)C1CCCC1	NA	BRD-A39255369	DCPIB
BRD-K16542329-001-05-1	zaprinast	INN	SA82155	NA	Biomol International Inc.	NA	PD-190	CCCOc1ccccc1-c1nc2[nH]nnc2c(=O)[nH]1	NA	BRD-K16542329	zaprinast
BRD-K95435023-001-01-0	PHA-665752	to-be-curated	SA792986	NA	Tocris Bioscience	NA	2693	Cc1[nH]c(\C=C2/C(=O)Nc3ccc(cc23)S(=O)(=O)Cc2c(Cl)cccc2Cl)c(C)c1C(=O)N1CCC[C@@H]1CN1CCCC1	NA	BRD-K95435023	PHA-665752
BRD-K86958018-001-01-9	olvanil	to-be-curated	SA792234	NA	Tocris Bioscience	NA	934	CCCCCCCCC=CCCCCCCCC(=O)NCc1ccc(O)c(OC)c1	NA	BRD-K86958018	olvanil
BRD-A01593789-001-01-5	chlormadinone acetate	USAN	SA59872	NA	MicroSource Discovery Systems Inc.	NA	1505327	CC(=O)O[C@@]1(CCC2C3C=C(Cl)C4=CC(=O)CC[C@]4(C)C3CC[C@]12C)C(C)=O	NA	BRD-A01593789	chlormadinone-acetate
BRD-A34255068-001-04-8	rolipram	INN	SA82159	NA	Biomol International Inc.	NA	PD-175	COc1ccc(cc1OC1CCCC1)C1CNC(=O)C1	NA	BRD-A34255068	rolipram
BRD-A10977446-001-04-8	carvedilol tartrate	primary-common	SA792982	NA	Tocris Bioscience	NA	2685	COc1ccccc1OCCNCC(O)COc1cccc2[nH]c3ccccc3c12	NA	BRD-A10977446	carvedilol
BRD-K15933101-003-01-2	ropinirole	USAN	SA82649	NA	Biomol International Inc.	NA	D-113	CCCN(CCC)CCc1cccc2NC(=O)Cc12	NA	BRD-K15933101	ropinirole
BRD-K01095011-001-03-5	finasteride	INN	SA83603	NA	Prestwick Chemical Inc.	NA	Prestw-717	CC(C)(C)NC(=O)[C@H]1CC[C@H]2[C@@H]3CC[C@H]4NC(=O)C=C[C@]4(C)[C@H]3CC[C@]12C	NA	BRD-K01095011	finasteride
BRD-K10177585-003-01-6	PSB 11	to-be-curated	SA792705	NA	Tocris Bioscience	NA	2012	CC[C@@H]1CN2C(=N1)c1[nH]c(nc1N(C)C2=O)-c1ccccc1	NA	BRD-K10177585	PSB-11
BRD-A14574269-051-01-4	UB 165	to-be-curated	SA792440	NA	Tocris Bioscience	NA	1348	Clc1ccc(cn1)C1=CCCC2CCC1N2	NA	BRD-A14574269	UB-165
BRD-K97688263-001-02-9	benzamil	primary-common	SA82061	NA	Biomol International Inc.	NA	NA-103	N\C(NCc1ccccc1)=N/C(=O)c1nc(Cl)c(N)nc1N	NA	BRD-K97688263	benzamil
BRD-A38898897-003-01-0	GW 311616	to-be-curated	SA792673	NA	Tocris Bioscience	NA	1959	CC(C)C1[C@H]2[C@@H](CCN2C(=O)\C=C\CN2CCCCC2)N(C1=O)S(C)(=O)=O	NA	BRD-A38898897	GW-311616
BRD-A22032524-074-03-2	amlodipine	INN	SA792925	NA	Tocris Bioscience	NA	2571	CCOC(=O)C1=C(COCCN)NC(C)=C(C1c1ccccc1Cl)C(=O)OC	NA	BRD-A22032524	amlodipine
BRD-A36318220-001-01-3	necrostatin-1	common	SA792817	NA	Tocris Bioscience	NA	2324	CN1C(=S)NC(Cc2c[nH]c3ccccc23)C1=O	NA	BRD-A36318220	necrostatin-1
BRD-K06753942-001-02-0	nobiletin	primary-common	SA37251	NA	AnalytiCon Discovery GmbH	NA	NP-002695	COc1ccc(cc1OC)-c1cc(=O)c2c(OC)c(OC)c(OC)c(OC)c2o1	NA	BRD-K06753942	nobiletin
BRD-K03440695-001-02-6	boldine	primary-common	SA82751	NA	Prestwick Chemical Inc.	NA	Prestw-600	COc1cc-2c(C[C@@H]3N(C)CCc4cc(O)c(OC)c-2c34)cc1O	NA	BRD-K03440695	boldine
BRD-K95785537-001-04-1	PP2	primary-common	SA82340	NA	Biomol International Inc.	NA	EI-297	CC(C)(C)n1nc(-c2ccc(Cl)cc2)c2c(N)ncnc12	NA	BRD-K95785537	PP-2
BRD-K03642198-300-01-7	AY 9944	common	SA792572	NA	Tocris Bioscience	NA	1639	Clc1ccccc1CNCC1CCC(CNCc2ccccc2Cl)CC1	NA	BRD-K03642198	AY-9944
BRD-A09533288-001-02-7	verapamil	INN	SA82118	NA	Biomol International Inc.	NA	CA-215	COc1ccc(CCN(C)CCCC(C#N)(C(C)C)c2ccc(OC)c(OC)c2)cc1OC	NA	BRD-A09533288	verapamil
BRD-A17453586-001-01-9	MDL 72832	to-be-curated	SA82488	NA	Biomol International Inc.	NA	AC-543	O=C1CC2(CCCC2)CC(=O)N1CCCCNCC1COc2ccccc2O1	NA	BRD-A17453586	MDL-72832
BRD-A36471396-003-02-2	biperiden	INN	SA83388	NA	Prestwick Chemical Inc.	NA	Prestw-502	OC(CCN1CCCCC1)(C1C[C@H]2C[C@@H]1C=C2)c1ccccc1	NA	BRD-A36471396	biperiden
BRD-K78692225-001-11-2	leflunomide	INN	SA792771	NA	Tocris Bioscience	NA	2228	Cc1oncc1C(=O)Nc1ccc(cc1)C(F)(F)F	NA	BRD-K78692225	leflunomide
BRD-A06352418-001-03-6	terfenadine	INN	SA83082	NA	Prestwick Chemical Inc.	NA	Prestw-138	CC(C)(C)c1ccc(cc1)C(O)CCCN1CCC(CC1)C(O)(c1ccccc1)c1ccccc1	NA	BRD-A06352418	terfenadine
BRD-K08890269-001-01-5	Co 102862	to-be-curated	SA792958	NA	Tocris Bioscience	NA	2642	NC(=O)NN=Cc1ccc(Oc2ccc(F)cc2)cc1	NA	BRD-K08890269	CO-102862
BRD-A22380646-001-01-5	pantoprazole	INN	SA58780	NA	MicroSource Discovery Systems Inc.	NA	1505818	COc1ccnc(CS(=O)c2nc3cc(OC(F)F)ccc3[nH]2)c1OC	NA	BRD-A22380646	pantoprazole
BRD-K12244279-001-01-7	MEK1/2 inhibitor	primary-common	SA63153	NA	Calbiochem	NA	444939	N\C(Sc1ccc(N)cc1)=C(\C#N)c1ccccc1C(F)(F)F	NA	BRD-K12244279	MEK1-2-inhibitor
BRD-K07325606-001-02-3	hispidin	common	SA63266	NA	Calbiochem	NA	377980	Oc1cc(\C=C\c2ccc(O)c(O)c2)oc(=O)c1	NA	BRD-K07325606	hispidin
BRD-K96799727-001-01-7	pifithrin-mu	primary-common	SA792964	NA	Tocris Bioscience	NA	2653	NS(=O)(=O)C#Cc1ccccc1	NA	BRD-K96799727	pifithrin-mu
BRD-A26384407-001-04-6	chlorthalidone	INN	SA58229	NA	MicroSource Discovery Systems Inc.	NA	1500187	NS(=O)(=O)c1cc(ccc1Cl)C1(O)NC(=O)c2ccccc12	NA	BRD-A26384407	chlorthalidone
BRD-A09056319-003-03-6	alfuzosin	INN	SA83332	NA	Prestwick Chemical Inc.	NA	Prestw-322	COc1cc2nc(nc(N)c2cc1OC)N(C)CCCNC(=O)C1CCCO1	NA	BRD-A09056319	alfuzosin
BRD-K97564742-103-01-9	mepyramine	INN	SA792081	NA	Tocris Bioscience	NA	660	COc1ccc(cc1)CN(CCN(C)C)c1ccccn1	NA	BRD-K97564742	mepyramine
BRD-K82562631-236-02-0	tolmetin	INN	SA58483	NA	MicroSource Discovery Systems Inc.	NA	1500582	Cc1ccc(cc1)C(=O)c1ccc(CC(O)=O)n1C	NA	BRD-K82562631	tolmetin
BRD-K93568044-001-03-1	hydrocortisone	INN	SA82968	NA	Prestwick Chemical Inc.	NA	Prestw-447	C[C@]12C[C@H](O)[C@H]3[C@@H](CCC4=CC(=O)CC[C@]34C)[C@@H]1CC[C@]2(O)C(=O)CO	NA	BRD-K93568044	hydrocortisone
BRD-A04668240-001-01-5	CGP 52432	to-be-curated	SA82539	NA	Biomol International Inc.	NA	AC-487	CCOC(OCC)P(O)(=O)CCCNCc1ccc(Cl)c(Cl)c1	NA	BRD-A04668240	CGP-52432
BRD-K17796732-001-02-0	JWH-015	primary-common	SA792437	NA	Tocris Bioscience	NA	1341	CCCn1c(C)c(C(=O)c2cccc3ccccc23)c2ccccc12	NA	BRD-K17796732	JWH-015
BRD-A20968261-001-01-3	WAY 213613	to-be-curated	SA792963	NA	Tocris Bioscience	NA	2652	NC(CC(=O)Nc1ccc(Oc2cc(F)c(F)cc2Br)cc1)C(O)=O	NA	BRD-A20968261	WAY-213613
BRD-K12539581-001-06-2	nocodazole	INN	SA82302	NA	Biomol International Inc.	NA	T101	COC(=O)Nc1nc2cc(ccc2[nH]1)C(=O)c1cccs1	NA	BRD-K12539581	nocodazole
BRD-K08998509-001-01-6	fananserin	to-be-curated	SA792959	NA	Tocris Bioscience	NA	2645	Fc1ccc(cc1)N1CCN(CCCN2c3cccc4cccc(c34)S2(=O)=O)CC1	NA	BRD-K08998509	fananserin
BRD-K17016787-001-03-5	estriol	USP	SA83659	NA	Prestwick Chemical Inc.	NA	Prestw-1096	C[C@]12CC[C@H]3[C@@H](CCc4cc(O)ccc34)[C@@H]1C[C@@H](O)[C@@H]2O	NA	BRD-K17016787	estriol
BRD-A23072235-050-04-5	pheniramine	INN	SA58640	NA	MicroSource Discovery Systems Inc.	NA	1500478	CN(C)CCC(c1ccccc1)c1ccccn1	NA	BRD-A23072235	pheniramine
BRD-A40639672-234-04-0	ketorolac tromethamine	USAN	SA59855	NA	MicroSource Discovery Systems Inc.	NA	1503925	OC(=O)C1CCn2c1ccc2C(=O)c1ccccc1	NA	BRD-A40639672	ketorolac
BRD-K08132273-001-01-6	AG 825	to-be-curated	SA792547	NA	Tocris Bioscience	NA	1555	COc1cc(C=C(C#N)C(N)=O)cc(CSc2nc3ccccc3s2)c1O	NA	BRD-K08132273	tyrphostin
BRD-K17674993-001-03-1	diflorasone diacetate	USAN	SA83597	NA	Prestwick Chemical Inc.	NA	Prestw-619	C[C@H]1C[C@H]2[C@@H]3C[C@H](F)C4=CC(=O)C=C[C@]4(C)[C@@]3(F)[C@@H](O)C[C@]2(C)[C@@]1(OC(C)=O)C(=O)COC(C)=O	NA	BRD-K17674993	diflorasone
BRD-A30590053-003-01-1	MR 16728	to-be-curated	SA792018	NA	Tocris Bioscience	NA	537	O=C(NCCCN1CCCCCC1)C(C1CCCCC1)c1ccccc1	NA	BRD-A30590053	MR-16728
BRD-A22707317-001-02-5	SB-205384	common	SA792525	NA	Tocris Bioscience	NA	1512	CC#CCOC(=O)c1c(C)nc2sc3CC(O)CCc3c2c1N	NA	BRD-A22707317	SB-205384
BRD-A00100033-001-04-8	nifurtimox	common	SA83759	NA	Prestwick Chemical Inc.	NA	Prestw-1024	CC1CS(=O)(=O)CCN1N=Cc1ccc(o1)[N+]([O-])=O	NA	BRD-A00100033	nifurtimox
BRD-A38913120-001-01-0	BH3I-1	common	SA63222	NA	EMD Biosciences	NA	286890	CC(C)C(N1C(=S)S\C(=C/c2ccc(Br)cc2)C1=O)C(O)=O	NA	BRD-A38913120	BH3I-1
BRD-K92731339-227-02-3	perindopril	INN	SA59563	NA	MicroSource Discovery Systems Inc.	NA	1505212	CCC[C@H](N[C@@H](C)C(=O)N1[C@H]2CCCC[C@H]2C[C@H]1C(O)=O)C(=O)OCC	NA	BRD-K92731339	perindopril
BRD-A04706586-236-01-7	bucladesine	to-be-curated	SA792362	NA	Tocris Bioscience	NA	1141	CCCC(=O)Nc1ncnc2n(cnc12)C1OC2COP(O)(=O)OC2C1OC(=O)CCC	NA	BRD-A04706586	bucladesine
BRD-A29734509-011-02-9	disopyramide	INN	SA58284	NA	MicroSource Discovery Systems Inc.	NA	1500261	CC(C)N(CCC(C(N)=O)(c1ccccc1)c1ccccn1)C(C)C	NA	BRD-A29734509	disopyramide
BRD-A39969961-001-01-3	eplerenone	to-be-curated	SA792841	NA	Tocris Bioscience	NA	2397	COC(=O)C1CC2=CC(=O)CCC2(C)C23OC2CC2(C)C(CCC22CCC(=O)O2)C13	NA	BRD-A39969961	eplerenone
BRD-A33447119-001-02-5	oxfendazole	INN	SA59852	NA	MicroSource Discovery Systems Inc.	NA	1505296	COC(=O)Nc1nc2ccc(cc2[nH]1)S(=O)c1ccccc1	NA	BRD-A33447119	oxfendazole
BRD-A28318179-003-03-6	AMT (hydrochloride)	common	SA792184	NA	Tocris Bioscience	NA	871	CC1CCN=C(N)S1	NA	BRD-A28318179	aminomethyltransferase
BRD-A35511923-019-01-6	L-803,087	to-be-curated	SA792687	NA	Tocris Bioscience	NA	1979	COC(=O)C(CCCNC(N)=N)NC(=O)CCCc1c([nH]c2c(F)cc(F)cc12)-c1ccccc1	NA	BRD-A35511923	L-803087
BRD-A21723284-066-01-7	naltriben	to-be-curated	SA792201	NA	Tocris Bioscience	NA	892	Oc1ccc2CC3N(CC4CC4)CCC45C(Oc1c24)c1oc2ccccc2c1CC35O	NA	BRD-A21723284	naltriben
BRD-A34751532-001-03-6	homosalate	INN	SA82963	NA	Prestwick Chemical Inc.	NA	Prestw-1090	CC1CC(CC(C)(C)C1)OC(=O)c1ccccc1O	NA	BRD-A34751532	homosalate
BRD-A29289453-001-02-1	PCA 4248	primary-common	SA82308	NA	Biomol International Inc.	NA	L-133	COC(=O)C1=C(C)NC(C)=C(C1C)C(=O)OCCSc1ccccc1	NA	BRD-A29289453	PCA-4248
BRD-A26845397-001-01-4	CGP 361A	to-be-curated	SA82484	NA	Biomol International Inc.	NA	AC-539	CC(C)NCC(O)COc1ccccc1-n1cccc1	NA	BRD-A26845397	isamoltane
BRD-A07440155-003-04-9	labetalol	INN	SA59461	NA	MicroSource Discovery Systems Inc.	NA	1503243	CC(CCc1ccccc1)NCC(O)c1ccc(O)c(c1)C(N)=O	NA	BRD-A07440155	labetalol
BRD-A07875874-001-01-6	cilnidipine	common	SA792949	NA	Tocris Bioscience	NA	2629	COCCOC(=O)C1=C(C)NC(C)=C(C1c1cccc(c1)[N+]([O-])=O)C(=O)OCC=Cc1ccccc1	NA	BRD-A07875874	cilnidipine
BRD-A24514565-236-01-6	warfarin	INN	SA39424	NA	ChemBridge Corporation	NA	5103026	CC(=O)CC(c1ccccc1)c1c(O)c2ccccc2oc1=O	NA	BRD-A24514565	warfarin
BRD-A06726973-001-02-0	dibutyryl cyclic GMP	primary-common	SA82231	NA	Biomol International Inc.	NA	CN-215	CCCC(=O)Nc1nc2n(cnc2c(=O)[nH]1)C1O[C@H]2COP(O)(=O)O[C@@H]2[C@@H]1OC(=O)CCC	NA	BRD-A06726973	dibutyrylcyclic-gmp
BRD-A04553218-050-03-0	chlorphenamine	INN	SA82762	NA	Prestwick Chemical Inc.	NA	Prestw-117	CN(C)CCC(c1ccc(Cl)cc1)c1ccccn1	NA	BRD-A04553218	chlorphenamine
BRD-A35033682-001-01-0	eriodictyol	primary-common	SA36893	NA	AnalytiCon Discovery GmbH	NA	NP-001578	Oc1cc(O)c2C(=O)CC(Oc2c1)c1ccc(O)c(O)c1	NA	BRD-A35033682	eriodictyol
BRD-A15530910-001-01-3	carpindolol	common	SA792528	NA	Tocris Bioscience	NA	1516	CC(C)OC(=O)c1cc2c(OCC(O)CNC(C)(C)C)cccc2[nH]1	NA	BRD-A15530910	SDZ-21009
BRD-A38747044-001-01-5	KU14R	to-be-curated	SA792356	NA	Tocris Bioscience	NA	1131	CCC1(Cc2ccccc2O1)c1ncc[nH]1	NA	BRD-A38747044	KU-14R
BRD-K81839095-001-02-0	estrone	INN	SA38535	NA	AnalytiCon Discovery GmbH	NA	NP-010065	C[C@]12CC[C@H]3[C@@H](CCc4cc(O)ccc34)[C@@H]1CCC2=O	NA	BRD-K81839095	estrone
BRD-A42628519-001-04-1	iopanoic acid	INN	SA82865	NA	Prestwick Chemical Inc.	NA	Prestw-1052	CCC(Cc1c(I)cc(I)c(N)c1I)C(O)=O	NA	BRD-A42628519	iopanoic-acid
BRD-A27143604-001-01-2	DPN	to-be-curated	SA792513	NA	Tocris Bioscience	NA	1494	Oc1ccc(CC(C#N)c2ccc(O)cc2)cc1	NA	BRD-A27143604	diarylpropionitrile
BRD-A39747742-001-02-7	estradiol valerate	INN	SA58302	NA	MicroSource Discovery Systems Inc.	NA	1500284	CCCCC(=O)O[C@H]1CCC2C3CCc4cc(O)ccc4C3CC[C@]12C	NA	BRD-A39747742	estradiol-valerate
BRD-A15435692-003-01-5	BMY-14802	primary-common	SA792492	NA	Tocris Bioscience	NA	1440	OC(CCCN1CCN(CC1)c1ncc(F)cn1)c1ccc(F)cc1	NA	BRD-A15435692	BMY-14802
BRD-A26032986-050-01-3	zaldaride	common	SA792781	NA	Tocris Bioscience	NA	2255	CC1(CN2CCC(CC2)n2c3ccccc3[nH]c2=O)OCc2ccccc2-n2cccc12	NA	BRD-A26032986	zaldaride
BRD-A15070535-323-02-1	bucladesine	INN	SA82738	NA	Prestwick Chemical Inc.	NA	Prestw-813	CCCC(=O)Nc1ncnc2n(cnc12)[C@@H]1O[C@@H]2OP(O)(=O)OC[C@H]2[C@H]1OC(=O)CCC	NA	BRD-A15070535	bucladesine
BRD-A34806832-001-02-7	proscillaridin	INN	SA83626	NA	Prestwick Chemical Inc.	NA	Prestw-986	C[C@@H]1O[C@@H](O[C@H]2CC[C@]3(C)C4CC[C@]5(C)[C@H](CC[C@]5(O)C4CCC3=C2)c2ccc(=O)oc2)[C@H](O)[C@H](O)[C@H]1O	NA	BRD-A34806832	proscillaridin
BRD-A41301928-001-02-5	bongkrekic acid	to-be-curated	SA82189	NA	Biomol International Inc.	NA	CM-113	COC(C\C=C\C=C\CC\C=C/CC(C)\C=C/C(CC(O)=O)=C\C(O)=O)C(\C)=C/C=C(\C)C(O)=O	NA	BRD-A41301928	bongkrek-acid
BRD-A41519720-001-02-2	ezetimibe	INN	SA58885	NA	MicroSource Discovery Systems Inc.	NA	1505203	OC(CC[C@@H]1[C@H](N(C1=O)c1ccc(F)cc1)c1ccc(O)cc1)c1ccc(F)cc1	NA	BRD-A41519720	ezetimibe
BRD-A25775766-001-03-3	securinine	INN	SA82811	NA	Prestwick Chemical Inc.	NA	Prestw-841	O=C1OC23C[C@@H](C=CC2=C1)N1CCCC[C@H]31	NA	BRD-A25775766	securinine
BRD-A37704979-001-02-4	SB-203580	primary-common	SA82333	NA	Biomol International Inc.	NA	EI-286	CS(=O)c1ccc(cc1)-c1nc(c([nH]1)-c1ccncc1)-c1ccc(F)cc1	NA	BRD-A37704979	SB-203580
BRD-A02006392-001-06-5	nitrendipine	INN	SA82091	NA	Biomol International Inc.	NA	CA-212	CCOC(=O)C1=C(C)NC(C)=C(C1c1cccc(c1)[N+]([O-])=O)C(=O)OC	NA	BRD-A02006392	nitrendipine
BRD-A00267231-001-01-1	hemado	to-be-curated	SA792550	NA	Tocris Bioscience	NA	1579	CCCCC#Cc1nc(NC)c2ncn(C3OC(CO)C(O)C3O)c2n1	NA	BRD-A00267231	hemado
BRD-A31007383-001-01-0	SDZ WAG 994	to-be-curated	SA792870	NA	Tocris Bioscience	NA	2465	COC1C(O)C(CO)OC1n1cnc2c(NC3CCCCC3)ncnc12	NA	BRD-A31007383	SDZ-WAG-994
BRD-A06390036-001-02-0	dihydroquinidine	primary-common	SA58157	NA	MicroSource Discovery Systems Inc.	NA	1500657	CC[C@H]1CN2CCC1C[C@@H]2[C@@H](O)c1ccnc2ccc(OC)cc12	NA	BRD-A06390036	hydroquinidine
BRD-A18202423-001-01-6	CPCCOEt	to-be-curated	SA792284	NA	Tocris Bioscience	NA	1028	CCOC(=O)C12CC1C(=NO)c1ccccc1O2	NA	BRD-A18202423	CPCCOEt
BRD-A41304429-001-04-9	practolol	INN	SA83303	NA	Prestwick Chemical Inc.	NA	Prestw-332	CC(C)NCC(O)COc1ccc(NC(C)=O)cc1	NA	BRD-A41304429	practolol
BRD-A42553870-001-05-1	L-152,804	to-be-curated	SA792458	NA	Tocris Bioscience	NA	1382	CC1(C)CC(=O)C(C2c3ccccc3OC3=C2C(=O)CC(C)(C)C3)C(=O)C1	NA	BRD-A42553870	L-152804
BRD-K78637815-001-01-4	LY-320135	to-be-curated	SA792835	NA	Tocris Bioscience	NA	2387	COc1ccc(cc1)-c1oc2cc(OC)ccc2c1C(=O)c1ccc(cc1)C#N	NA	BRD-K78637815	LY-320135
BRD-A34706053-003-01-9	CGP 12177	to-be-curated	SA792359	NA	Tocris Bioscience	NA	1134	CC(C)(C)NCC(O)COc1cccc2[nH]c(=O)[nH]c12	NA	BRD-A34706053	CGP-12177
BRD-A23226398-001-02-7	estradiol	to-be-curated	SA59346	NA	MicroSource Discovery Systems Inc.	NA	1501184	CC(=O)OC1CCC2C3CCc4cc(O)ccc4C3CCC12C	NA	BRD-A23226398	estradiol
BRD-A36010170-001-02-4	amcinonide	INN	SA59795	NA	MicroSource Discovery Systems Inc.	NA	1503816	CC(=O)OCC(=O)[C@@]12OC3(CCCC3)O[C@@H]1CC1C3CCC4=CC(=O)C=C[C@]4(C)[C@@]3(F)[C@@H](O)C[C@]21C	NA	BRD-A36010170	amcinonide
BRD-A16332958-001-02-4	modafinil	INN	SA58765	NA	MicroSource Discovery Systems Inc.	NA	1505361	NC(=O)CS(=O)C(c1ccccc1)c1ccccc1	NA	BRD-A16332958	modafinil
BRD-A19053259-003-03-3	pseudopelletierine	primary-common	SA83053	NA	Prestwick Chemical Inc.	NA	Prestw-625	CN1C2CCCC1CC(=O)C2	NA	BRD-A19053259	pseudopelletierine
BRD-A05186015-003-04-0	bupropion	INN	SA58524	NA	MicroSource Discovery Systems Inc.	NA	1504174	CC(NC(C)(C)C)C(=O)c1cccc(Cl)c1	NA	BRD-A05186015	bupropion
BRD-A43940795-001-02-8	tetrahydropalmatine	primary-common	SA36947	NA	AnalytiCon Discovery GmbH	NA	NP-001740	COc1cc2CCN3Cc4c(CC3c2cc1OC)ccc(OC)c4OC	NA	BRD-A43940795	tetrahydropalmatine
