id,sig_id,pert_id,pert_iname,pert_type,cell_id,pert_dose,pert_dose_unit,pert_idose,pert_time,pert_time_unit,pert_itime,distil_id,n
CPC011_PC3_6H:BRD-K00603606-003-19-0:10,CPC011_PC3_6H:BRD-K00603606-003-19-0:10,BRD-K00603606,ticlopidine,trt_cp,PC3,10,µM,10 µM,6,h,6 h,CPC011_PC3_6H_X1_B3_DUO52HI53LO:B12|CPC011_PC3_6H_X3_B3_DUO52HI53LO:B12|CPC011_PC3_6H_X4_B5_DUO52HI53LO:B12|CPC011_PC3_6H_X5_B5_DUO52HI53LO:B12,233
CPC010_PC3_6H:BRD-K51350053-048-10-8:10,CPC010_PC3_6H:BRD-K51350053-048-10-8:10,BRD-K51350053,toremifene,trt_cp,PC3,10,µM,10 µM,6,h,6 h,CPC010_PC3_6H_X1_B3_DUO52HI53LO:C20|CPC010_PC3_6H_X2_B3_DUO52HI53LO:C20|CPC010_PC3_6H_X3_B3_DUO52HI53LO:C20|CPC010_PC3_6H_X4_F1B5_DUO52HI53LO:C20|CPC010_PC3_6H_X5_F1B5_DUO52HI53LO:C20,233
CPC010_PC3_6H:BRD-K04412738-003-05-2:10,CPC010_PC3_6H:BRD-K04412738-003-05-2:10,BRD-K04412738,tramadol,trt_cp,PC3,10,µM,10 µM,6,h,6 h,CPC010_PC3_6H_X1_B3_DUO52HI53LO:A24|CPC010_PC3_6H_X2_B3_DUO52HI53LO:A24|CPC010_PC3_6H_X3_B3_DUO52HI53LO:A24|CPC010_PC3_6H_X4_F1B5_DUO52HI53LO:A24|CPC010_PC3_6H_X5_F1B5_DUO52HI53LO:A24,233
CPC011_PC3_6H:BRD-K45158365-001-07-2:10,CPC011_PC3_6H:BRD-K45158365-001-07-2:10,BRD-K45158365,valsartan,trt_cp,PC3,10,µM,10 µM,6,h,6 h,CPC011_PC3_6H_X1_B3_DUO52HI53LO:L12|CPC011_PC3_6H_X3_B3_DUO52HI53LO:L12|CPC011_PC3_6H_X4_B5_DUO52HI53LO:L12|CPC011_PC3_6H_X5_B5_DUO52HI53LO:L12,233
CPC010_PC3_6H:BRD-K13926615-048-05-3:10,CPC010_PC3_6H:BRD-K13926615-048-05-3:10,BRD-K13926615,vardenafil,trt_cp,PC3,10,µM,10 µM,6,h,6 h,CPC010_PC3_6H_X1_B3_DUO52HI53LO:I22|CPC010_PC3_6H_X2_B3_DUO52HI53LO:I22|CPC010_PC3_6H_X3_B3_DUO52HI53LO:I22|CPC010_PC3_6H_X4_F1B5_DUO52HI53LO:I22|CPC010_PC3_6H_X5_F1B5_DUO52HI53LO:I22,233
CPC010_PC3_6H:BRD-K20168442-004-04-8:10,CPC010_PC3_6H:BRD-K20168442-004-04-8:10,BRD-K20168442,vecuronium,trt_cp,PC3,10,µM,10 µM,6,h,6 h,CPC010_PC3_6H_X1_B3_DUO52HI53LO:J24|CPC010_PC3_6H_X2_B3_DUO52HI53LO:J24|CPC010_PC3_6H_X3_B3_DUO52HI53LO:J24|CPC010_PC3_6H_X4_F1B5_DUO52HI53LO:J24|CPC010_PC3_6H_X5_F1B5_DUO52HI53LO:J24,233
CPC011_PC3_6H:BRD-A51714012-003-09-4:10,CPC011_PC3_6H:BRD-A51714012-003-09-4:10,BRD-A51714012,venlafaxine,trt_cp,PC3,10,µM,10 µM,6,h,6 h,CPC011_PC3_6H_X1_B3_DUO52HI53LO:J19|CPC011_PC3_6H_X3_B3_DUO52HI53LO:J19|CPC011_PC3_6H_X4_B5_DUO52HI53LO:J19|CPC011_PC3_6H_X5_B5_DUO52HI53LO:J19,233
CPC011_PC3_6H:BRD-K82109576-065-20-2:10,CPC011_PC3_6H:BRD-K82109576-065-20-2:10,BRD-K82109576,vincristine,trt_cp,PC3,10,µM,10 µM,6,h,6 h,CPC011_PC3_6H_X1_B3_DUO52HI53LO:C23|CPC011_PC3_6H_X3_B3_DUO52HI53LO:C23|CPC011_PC3_6H_X4_B5_DUO52HI53LO:C23|CPC011_PC3_6H_X5_B5_DUO52HI53LO:C23,233
CPC011_PC3_6H:BRD-K97514127-045-02-0:10,CPC011_PC3_6H:BRD-K97514127-045-02-0:10,BRD-K97514127,vinorelbine,trt_cp,PC3,10,µM,10 µM,6,h,6 h,CPC011_PC3_6H_X1_B3_DUO52HI53LO:D08|CPC011_PC3_6H_X3_B3_DUO52HI53LO:D08|CPC011_PC3_6H_X4_B5_DUO52HI53LO:D08|CPC011_PC3_6H_X5_B5_DUO52HI53LO:D08,233
CPC011_PC3_6H:BRD-K06557128-001-03-9:10,CPC011_PC3_6H:BRD-K06557128-001-03-9:10,BRD-K06557128,voriconazole,trt_cp,PC3,10,µM,10 µM,6,h,6 h,CPC011_PC3_6H_X1_B3_DUO52HI53LO:N09|CPC011_PC3_6H_X3_B3_DUO52HI53LO:N09|CPC011_PC3_6H_X4_B5_DUO52HI53LO:N09|CPC011_PC3_6H_X5_B5_DUO52HI53LO:N09,233
CPC010_PC3_6H:BRD-K81418486:10,CPC010_PC3_6H:BRD-K81418486:10,BRD-K81418486,vorinostat,trt_cp,PC3,10,µM,10 µM,6,h,6 h,CPC010_PC3_6H_X1_B3_DUO52HI53LO:D02|CPC010_PC3_6H_X2_B3_DUO52HI53LO:D02|CPC010_PC3_6H_X3_B3_DUO52HI53LO:D02|CPC010_PC3_6H_X4_F1B5_DUO52HI53LO:D02|CPC010_PC3_6H_X5_F1B5_DUO52HI53LO:D02,233
CPC011_PC3_6H:BRD-K81418486:10,CPC011_PC3_6H:BRD-K81418486:10,BRD-K81418486,vorinostat,trt_cp,PC3,10,µM,10 µM,6,h,6 h,CPC011_PC3_6H_X1_B3_DUO52HI53LO:D02|CPC011_PC3_6H_X3_B3_DUO52HI53LO:D02|CPC011_PC3_6H_X4_B5_DUO52HI53LO:D02|CPC011_PC3_6H_X5_B5_DUO52HI53LO:D02,233
CPC012_PC3_6H:BRD-K81418486:10,CPC012_PC3_6H:BRD-K81418486:10,BRD-K81418486,vorinostat,trt_cp,PC3,10,µM,10 µM,6,h,6 h,CPC012_PC3_6H_X1_B4_DUO52HI53LO:B04|CPC012_PC3_6H_X2_B4_DUO52HI53LO:B04|CPC012_PC3_6H_X4_F1B5_DUO52HI53LO:B04|CPC012_PC3_6H_X5_F1B5_DUO52HI53LO:B04,233
CPC010_PC3_6H:BRD-K54314721-001-06-0:10,CPC010_PC3_6H:BRD-K54314721-001-06-0:10,BRD-K54314721,zolmitriptan,trt_cp,PC3,10,µM,10 µM,6,h,6 h,CPC010_PC3_6H_X1_B3_DUO52HI53LO:L23|CPC010_PC3_6H_X2_B3_DUO52HI53LO:L23|CPC010_PC3_6H_X3_B3_DUO52HI53LO:L23|CPC010_PC3_6H_X4_F1B5_DUO52HI53LO:L23|CPC010_PC3_6H_X5_F1B5_DUO52HI53LO:L23,233
CPC011_PC3_24H:BRD-A02759312-003-19-5:10,CPC011_PC3_24H:BRD-A02759312-003-19-5:10,BRD-A02759312,betaxolol,trt_cp,PC3,10,µM,10 µM,24,h,24 h,CPC011_PC3_24H_X1_B3_DUO52HI53LO:F20|CPC011_PC3_24H_X2_B3_DUO52HI53LO:F20|CPC011_PC3_24H_X4_B5_DUO52HI53LO:F20|CPC011_PC3_24H_X5_B5_DUO52HI53LO:F20,233
CPC011_PC3_24H:BRD-A40639672-234-14-9:10,CPC011_PC3_24H:BRD-A40639672-234-14-9:10,BRD-A40639672,ketorolac,trt_cp,PC3,10,µM,10 µM,24,h,24 h,CPC011_PC3_24H_X1_B3_DUO52HI53LO:P06|CPC011_PC3_24H_X2_B3_DUO52HI53LO:P06|CPC011_PC3_24H_X4_B5_DUO52HI53LO:P06|CPC011_PC3_24H_X5_B5_DUO52HI53LO:P06,233
CPC010_PC3_24H:BRD-K55127134-003-15-3:10,CPC010_PC3_24H:BRD-K55127134-003-15-3:10,BRD-K55127134,fluphenazine,trt_cp,PC3,10,µM,10 µM,24,h,24 h,CPC010_PC3_24H_X2_B5_DUO52HI53LO:D20|CPC010_PC3_24H_X3_B5_DUO52HI53LO:D20|CPC010_PC3_24H_X4_F2B4_DUO52HI53LO:D20|CPC010_PC3_24H_X5_B5_DUO52HI53LO:D20,233
CPC011_PC3_24H:BRD-K60770992-066-21-9:10,CPC011_PC3_24H:BRD-K60770992-066-21-9:10,BRD-K60770992,pergolide,trt_cp,PC3,10,µM,10 µM,24,h,24 h,CPC011_PC3_24H_X1_B3_DUO52HI53LO:H24|CPC011_PC3_24H_X2_B3_DUO52HI53LO:H24|CPC011_PC3_24H_X4_B5_DUO52HI53LO:H24|CPC011_PC3_24H_X5_B5_DUO52HI53LO:H24,233
CPC011_PC3_24H:BRD-K51095933-236-04-9:10,CPC011_PC3_24H:BRD-K51095933-236-04-9:10,BRD-K51095933,estropipate,trt_cp,PC3,10,µM,10 µM,24,h,24 h,CPC011_PC3_24H_X1_B3_DUO52HI53LO:J23|CPC011_PC3_24H_X2_B3_DUO52HI53LO:J23|CPC011_PC3_24H_X4_B5_DUO52HI53LO:J23|CPC011_PC3_24H_X5_B5_DUO52HI53LO:J23,233
CPC011_PC3_24H:BRD-K19352500-050-02-7:10,CPC011_PC3_24H:BRD-K19352500-050-02-7:10,BRD-K19352500,prochlorperazine,trt_cp,PC3,10,µM,10 µM,24,h,24 h,CPC011_PC3_24H_X1_B3_DUO52HI53LO:A11|CPC011_PC3_24H_X2_B3_DUO52HI53LO:A11|CPC011_PC3_24H_X4_B5_DUO52HI53LO:A11|CPC011_PC3_24H_X5_B5_DUO52HI53LO:A11,233
CPC011_PC3_24H:BRD-K98530306-003-12-6:10,CPC011_PC3_24H:BRD-K98530306-003-12-6:10,BRD-K98530306,clonidine,trt_cp,PC3,10,µM,10 µM,24,h,24 h,CPC011_PC3_24H_X1_B3_DUO52HI53LO:J18|CPC011_PC3_24H_X2_B3_DUO52HI53LO:J18|CPC011_PC3_24H_X4_B5_DUO52HI53LO:J18|CPC011_PC3_24H_X5_B5_DUO52HI53LO:J18,233
CPC012_PC3_24H:BRD-K89626439-001-01-0:10,CPC012_PC3_24H:BRD-K89626439-001-01-0:10,BRD-K89626439,sirolimus,trt_cp,PC3,10,µM,10 µM,24,h,24 h,CPC012_PC3_24H_X1_F2B4_DUO52HI53LO:J02|CPC012_PC3_24H_X2_B5_DUO52HI53LO:J02|CPC012_PC3_24H_X3_F1B5_DUO52HI53LO:J02|CPC012_PC3_24H_X4.L2_F2B5_DUO52HI53LO:J02|CPC012_PC3_24H_X5.L2_F2B5_DUO52HI53LO:J02,233
CPC012_PC3_24H:BRD-K72238567-001-12-4:10,CPC012_PC3_24H:BRD-K72238567-001-12-4:10,BRD-K72238567,fludarabine,trt_cp,PC3,10,µM,10 µM,24,h,24 h,CPC012_PC3_24H_X1_F2B4_DUO52HI53LO:K12|CPC012_PC3_24H_X2_B5_DUO52HI53LO:K12|CPC012_PC3_24H_X3_F1B5_DUO52HI53LO:K12|CPC012_PC3_24H_X4.L2_F2B5_DUO52HI53LO:K12|CPC012_PC3_24H_X5.L2_F2B5_DUO52HI53LO:K12,233
CPC012_PC3_24H:BRD-M07438658-001-01-1:10,CPC012_PC3_24H:BRD-M07438658-001-01-1:10,BRD-M07438658,lapatinib,trt_cp,PC3,10,µM,10 µM,24,h,24 h,CPC012_PC3_24H_X1_F2B4_DUO52HI53LO:E02|CPC012_PC3_24H_X2_B5_DUO52HI53LO:E02|CPC012_PC3_24H_X3_F1B5_DUO52HI53LO:E02|CPC012_PC3_24H_X4.L2_F2B5_DUO52HI53LO:E02|CPC012_PC3_24H_X5.L2_F2B5_DUO52HI53LO:E02,233
CPC011_PC3_24H:BRD-A16444946-001-05-5:10,CPC011_PC3_24H:BRD-A16444946-001-05-5:10,BRD-A16444946,acarbose,trt_cp,PC3,10,µM,10 µM,24,h,24 h,CPC011_PC3_24H_X1_B3_DUO52HI53LO:F03|CPC011_PC3_24H_X2_B3_DUO52HI53LO:F03|CPC011_PC3_24H_X4_B5_DUO52HI53LO:F03|CPC011_PC3_24H_X5_B5_DUO52HI53LO:F03,233
CPC011_PC3_24H:BRD-A09056319-001-07-1:10,CPC011_PC3_24H:BRD-A09056319-001-07-1:10,BRD-A09056319,alfuzosin,trt_cp,PC3,10,µM,10 µM,24,h,24 h,CPC011_PC3_24H_X1_B3_DUO52HI53LO:I10|CPC011_PC3_24H_X2_B3_DUO52HI53LO:I10|CPC011_PC3_24H_X4_B5_DUO52HI53LO:I10|CPC011_PC3_24H_X5_B5_DUO52HI53LO:I10,233
CPC011_PC3_24H:BRD-A05186015-001-04-4:10,CPC011_PC3_24H:BRD-A05186015-001-04-4:10,BRD-A05186015,bupropion,trt_cp,PC3,10,µM,10 µM,24,h,24 h,CPC011_PC3_24H_X1_B3_DUO52HI53LO:G10|CPC011_PC3_24H_X2_B3_DUO52HI53LO:G10|CPC011_PC3_24H_X4_B5_DUO52HI53LO:G10|CPC011_PC3_24H_X5_B5_DUO52HI53LO:G10,233
CPC011_PC3_24H:BRD-K17561142-003-24-2:10,CPC011_PC3_24H:BRD-K17561142-003-24-2:10,BRD-K17561142,amiodarone,trt_cp,PC3,10,µM,10 µM,24,h,24 h,CPC011_PC3_24H_X1_B3_DUO52HI53LO:M24|CPC011_PC3_24H_X2_B3_DUO52HI53LO:M24|CPC011_PC3_24H_X4_B5_DUO52HI53LO:M24|CPC011_PC3_24H_X5_B5_DUO52HI53LO:M24,233
CPC011_PC3_24H:BRD-A64297288-001-07-0:10,CPC011_PC3_24H:BRD-A64297288-001-07-0:10,BRD-A64297288,amlodipine,trt_cp,PC3,10,µM,10 µM,24,h,24 h,CPC011_PC3_24H_X1_B3_DUO52HI53LO:M23|CPC011_PC3_24H_X2_B3_DUO52HI53LO:M23|CPC011_PC3_24H_X4_B5_DUO52HI53LO:M23|CPC011_PC3_24H_X5_B5_DUO52HI53LO:M23,233
CPC011_PC3_24H:BRD-K62200014-003-07-1:10,CPC011_PC3_24H:BRD-K62200014-003-07-1:10,BRD-K62200014,anagrelide,trt_cp,PC3,10,µM,10 µM,24,h,24 h,CPC011_PC3_24H_X1_B3_DUO52HI53LO:H10|CPC011_PC3_24H_X2_B3_DUO52HI53LO:H10|CPC011_PC3_24H_X4_B5_DUO52HI53LO:H10|CPC011_PC3_24H_X5_B5_DUO52HI53LO:H10,233
CPC011_PC3_24H:BRD-K49807096-003-11-4:10,CPC011_PC3_24H:BRD-K49807096-003-11-4:10,BRD-K49807096,benazepril,trt_cp,PC3,10,µM,10 µM,24,h,24 h,CPC011_PC3_24H_X1_B3_DUO52HI53LO:F15|CPC011_PC3_24H_X2_B3_DUO52HI53LO:F15|CPC011_PC3_24H_X4_B5_DUO52HI53LO:F15|CPC011_PC3_24H_X5_B5_DUO52HI53LO:F15,233
CPC011_PC3_24H:BRD-K08252256-236-25-4:10,CPC011_PC3_24H:BRD-K08252256-236-25-4:10,BRD-K08252256,diclofenac,trt_cp,PC3,10,µM,10 µM,24,h,24 h,CPC011_PC3_24H_X1_B3_DUO52HI53LO:M05|CPC011_PC3_24H_X2_B3_DUO52HI53LO:M05|CPC011_PC3_24H_X4_B5_DUO52HI53LO:M05|CPC011_PC3_24H_X5_B5_DUO52HI53LO:M05,233
CPC011_PC3_24H:BRD-A09533288-311-04-6:10,CPC011_PC3_24H:BRD-A09533288-311-04-6:10,BRD-A09533288,verapamil,trt_cp,PC3,10,µM,10 µM,24,h,24 h,CPC011_PC3_24H_X1_B3_DUO52HI53LO:K07|CPC011_PC3_24H_X2_B3_DUO52HI53LO:K07|CPC011_PC3_24H_X4_B5_DUO52HI53LO:K07|CPC011_PC3_24H_X5_B5_DUO52HI53LO:K07,233
CPC011_PC3_24H:BRD-K18910433-001-23-4:10,CPC011_PC3_24H:BRD-K18910433-001-23-4:10,BRD-K18910433,estradiol,trt_cp,PC3,10,µM,10 µM,24,h,24 h,CPC011_PC3_24H_X1_B3_DUO52HI53LO:C17|CPC011_PC3_24H_X2_B3_DUO52HI53LO:C17|CPC011_PC3_24H_X4_B5_DUO52HI53LO:C17|CPC011_PC3_24H_X5_B5_DUO52HI53LO:C17,233
CPC011_PC3_24H:BRD-A29485665-001-07-8:10,CPC011_PC3_24H:BRD-A29485665-001-07-8:10,BRD-A29485665,bicalutamide,trt_cp,PC3,10,µM,10 µM,24,h,24 h,CPC011_PC3_24H_X1_B3_DUO52HI53LO:B13|CPC011_PC3_24H_X2_B3_DUO52HI53LO:B13|CPC011_PC3_24H_X4_B5_DUO52HI53LO:B13|CPC011_PC3_24H_X5_B5_DUO52HI53LO:B13,233
CPC011_PC3_24H:BRD-A89175223-051-10-6:10,CPC011_PC3_24H:BRD-A89175223-051-10-6:10,BRD-A89175223,bisoprolol,trt_cp,PC3,10,µM,10 µM,24,h,24 h,CPC011_PC3_24H_X1_B3_DUO52HI53LO:I16|CPC011_PC3_24H_X2_B3_DUO52HI53LO:I16|CPC011_PC3_24H_X4_B5_DUO52HI53LO:I16|CPC011_PC3_24H_X5_B5_DUO52HI53LO:I16,233
CPC011_PC3_24H:BRD-A05186015-003-15-6:10,CPC011_PC3_24H:BRD-A05186015-003-15-6:10,BRD-A05186015,bupropion,trt_cp,PC3,10,µM,10 µM,24,h,24 h,CPC011_PC3_24H_X1_B3_DUO52HI53LO:B03|CPC011_PC3_24H_X2_B3_DUO52HI53LO:B03|CPC011_PC3_24H_X4_B5_DUO52HI53LO:B03|CPC011_PC3_24H_X5_B5_DUO52HI53LO:B03,233
CPC011_PC3_24H:BRD-K27316855-001-09-1:10,CPC011_PC3_24H:BRD-K27316855-001-09-1:10,BRD-K27316855,calcitriol,trt_cp,PC3,10,µM,10 µM,24,h,24 h,CPC011_PC3_24H_X1_B3_DUO52HI53LO:F06|CPC011_PC3_24H_X2_B3_DUO52HI53LO:F06|CPC011_PC3_24H_X4_B5_DUO52HI53LO:F06|CPC011_PC3_24H_X5_B5_DUO52HI53LO:F06,233
CPC011_PC3_24H:BRD-A10977446-001-09-7:10,CPC011_PC3_24H:BRD-A10977446-001-09-7:10,BRD-A10977446,carvedilol,trt_cp,PC3,10,µM,10 µM,24,h,24 h,CPC011_PC3_24H_X1_B3_DUO52HI53LO:N03|CPC011_PC3_24H_X2_B3_DUO52HI53LO:N03|CPC011_PC3_24H_X4_B5_DUO52HI53LO:N03|CPC011_PC3_24H_X5_B5_DUO52HI53LO:N03,233
CPC011_PC3_24H:BRD-K33211335-337-11-0:10,CPC011_PC3_24H:BRD-K33211335-337-11-0:10,BRD-K33211335,dextromethorphan,trt_cp,PC3,10,µM,10 µM,24,h,24 h,CPC011_PC3_24H_X1_B3_DUO52HI53LO:G05|CPC011_PC3_24H_X2_B3_DUO52HI53LO:G05|CPC011_PC3_24H_X4_B5_DUO52HI53LO:G05|CPC011_PC3_24H_X5_B5_DUO52HI53LO:G05,233
CPC011_PC3_24H:BRD-K73109821-001-16-9:10,CPC011_PC3_24H:BRD-K73109821-001-16-9:10,BRD-K73109821,diazoxide,trt_cp,PC3,10,µM,10 µM,24,h,24 h,CPC011_PC3_24H_X1_B3_DUO52HI53LO:P20|CPC011_PC3_24H_X2_B3_DUO52HI53LO:P20|CPC011_PC3_24H_X4_B5_DUO52HI53LO:P20|CPC011_PC3_24H_X5_B5_DUO52HI53LO:P20,233
CPC011_PC3_24H:BRD-A49160188-003-08-5:10,CPC011_PC3_24H:BRD-A49160188-003-08-5:10,BRD-A49160188,donepezil,trt_cp,PC3,10,µM,10 µM,24,h,24 h,CPC011_PC3_24H_X1_B3_DUO52HI53LO:J16|CPC011_PC3_24H_X2_B3_DUO52HI53LO:J16|CPC011_PC3_24H_X4_B5_DUO52HI53LO:J16|CPC011_PC3_24H_X5_B5_DUO52HI53LO:J16,233
CPC011_PC3_24H:BRD-K37694030-003-07-7:10,CPC011_PC3_24H:BRD-K37694030-003-07-7:10,BRD-K37694030,doxepin,trt_cp,PC3,10,µM,10 µM,24,h,24 h,CPC011_PC3_24H_X1_B3_DUO52HI53LO:G15|CPC011_PC3_24H_X2_B3_DUO52HI53LO:G15|CPC011_PC3_24H_X4_B5_DUO52HI53LO:G15|CPC011_PC3_24H_X5_B5_DUO52HI53LO:G15,233
CPC011_PC3_24H:BRD-A44008656-036-21-7:10,CPC011_PC3_24H:BRD-A44008656-036-21-7:10,BRD-A44008656,doxylamine,trt_cp,PC3,10,µM,10 µM,24,h,24 h,CPC011_PC3_24H_X1_B3_DUO52HI53LO:F14|CPC011_PC3_24H_X2_B3_DUO52HI53LO:F14|CPC011_PC3_24H_X4_B5_DUO52HI53LO:F14|CPC011_PC3_24H_X5_B5_DUO52HI53LO:F14,233
CPC011_PC3_24H:BRD-K71103788-001-04-1:10,CPC011_PC3_24H:BRD-K71103788-001-04-1:10,BRD-K71103788,duloxetine,trt_cp,PC3,10,µM,10 µM,24,h,24 h,CPC011_PC3_24H_X1_B3_DUO52HI53LO:I05|CPC011_PC3_24H_X2_B3_DUO52HI53LO:I05|CPC011_PC3_24H_X4_B5_DUO52HI53LO:I05|CPC011_PC3_24H_X5_B5_DUO52HI53LO:I05,233
CPC010_PC3_24H:BRD-K71103788-003-08-8:10,CPC010_PC3_24H:BRD-K71103788-003-08-8:10,BRD-K71103788,duloxetine,trt_cp,PC3,10,µM,10 µM,24,h,24 h,CPC010_PC3_24H_X1_F2B4_DUO52HI53LO:G22|CPC010_PC3_24H_X2_B5_DUO52HI53LO:G22|CPC010_PC3_24H_X3_B5_DUO52HI53LO:G22|CPC010_PC3_24H_X4_F2B4_DUO52HI53LO:G22|CPC010_PC3_24H_X5_B5_DUO52HI53LO:G22,233
CPC011_PC3_24H:BRD-K04548931-003-11-6:10,CPC011_PC3_24H:BRD-K04548931-003-11-6:10,BRD-K04548931,epirubicin,trt_cp,PC3,10,µM,10 µM,24,h,24 h,CPC011_PC3_24H_X2_B3_DUO52HI53LO:P11|CPC011_PC3_24H_X4_B5_DUO52HI53LO:P11|CPC011_PC3_24H_X5_B5_DUO52HI53LO:P11,233
CPC011_PC3_24H:BRD-K70301876-034-11-1:10,CPC011_PC3_24H:BRD-K70301876-034-11-1:10,BRD-K70301876,escitalopram,trt_cp,PC3,10,µM,10 µM,24,h,24 h,CPC011_PC3_24H_X1_B3_DUO52HI53LO:D11|CPC011_PC3_24H_X2_B3_DUO52HI53LO:D11|CPC011_PC3_24H_X4_B5_DUO52HI53LO:D11|CPC011_PC3_24H_X5_B5_DUO52HI53LO:D11,233
CPC011_PC3_24H:BRD-K33425534-001-06-7:10,CPC011_PC3_24H:BRD-K33425534-001-06-7:10,BRD-K33425534,exemestane,trt_cp,PC3,10,µM,10 µM,24,h,24 h,CPC011_PC3_24H_X1_B3_DUO52HI53LO:J04|CPC011_PC3_24H_X2_B3_DUO52HI53LO:J04|CPC011_PC3_24H_X4_B5_DUO52HI53LO:J04|CPC011_PC3_24H_X5_B5_DUO52HI53LO:J04,233
CPC011_PC3_24H:BRD-K42260897-001-04-3:10,CPC011_PC3_24H:BRD-K42260897-001-04-3:10,BRD-K42260897,ezetimibe,trt_cp,PC3,10,µM,10 µM,24,h,24 h,CPC011_PC3_24H_X1_B3_DUO52HI53LO:K16|CPC011_PC3_24H_X2_B3_DUO52HI53LO:K16|CPC011_PC3_24H_X4_B5_DUO52HI53LO:K16|CPC011_PC3_24H_X5_B5_DUO52HI53LO:K16,233
CPC011_PC3_24H:BRD-K45033733-001-08-0:10,CPC011_PC3_24H:BRD-K45033733-001-08-0:10,BRD-K45033733,famciclovir,trt_cp,PC3,10,µM,10 µM,24,h,24 h,CPC011_PC3_24H_X1_B3_DUO52HI53LO:G22|CPC011_PC3_24H_X2_B3_DUO52HI53LO:G22|CPC011_PC3_24H_X4_B5_DUO52HI53LO:G22|CPC011_PC3_24H_X5_B5_DUO52HI53LO:G22,233
CPC011_PC3_24H:BRD-K99107520-002-08-2:10,CPC011_PC3_24H:BRD-K99107520-002-08-2:10,BRD-K99107520,felbamate,trt_cp,PC3,10,µM,10 µM,24,h,24 h,CPC011_PC3_24H_X1_B3_DUO52HI53LO:J06|CPC011_PC3_24H_X2_B3_DUO52HI53LO:J06|CPC011_PC3_24H_X4_B5_DUO52HI53LO:J06|CPC011_PC3_24H_X5_B5_DUO52HI53LO:J06,233
CPC011_PC3_24H:BRD-A50684349-066-08-3:10,CPC011_PC3_24H:BRD-A50684349-066-08-3:10,BRD-A50684349,fenoldopam,trt_cp,PC3,10,µM,10 µM,24,h,24 h,CPC011_PC3_24H_X1_B3_DUO52HI53LO:P09|CPC011_PC3_24H_X2_B3_DUO52HI53LO:P09|CPC011_PC3_24H_X4_B5_DUO52HI53LO:P09|CPC011_PC3_24H_X5_B5_DUO52HI53LO:P09,233
CPC011_PC3_24H:BRD-K01095011-001-10-0:10,CPC011_PC3_24H:BRD-K01095011-001-10-0:10,BRD-K01095011,finasteride,trt_cp,PC3,10,µM,10 µM,24,h,24 h,CPC011_PC3_24H_X1_B3_DUO52HI53LO:F09|CPC011_PC3_24H_X2_B3_DUO52HI53LO:F09|CPC011_PC3_24H_X4_B5_DUO52HI53LO:F09|CPC011_PC3_24H_X5_B5_DUO52HI53LO:F09,233
CPC011_PC3_24H:BRD-K98769987-001-17-9:10,CPC011_PC3_24H:BRD-K98769987-001-17-9:10,BRD-K98769987,flumazenil,trt_cp,PC3,10,µM,10 µM,24,h,24 h,CPC011_PC3_24H_X1_B3_DUO52HI53LO:D17|CPC011_PC3_24H_X2_B3_DUO52HI53LO:D17|CPC011_PC3_24H_X4_B5_DUO52HI53LO:D17|CPC011_PC3_24H_X5_B5_DUO52HI53LO:D17,233
CPC011_PC3_24H:BRD-K34776109-001-11-7:10,CPC011_PC3_24H:BRD-K34776109-001-11-7:10,BRD-K34776109,glimepiride,trt_cp,PC3,10,µM,10 µM,24,h,24 h,CPC011_PC3_24H_X1_B3_DUO52HI53LO:K23|CPC011_PC3_24H_X2_B3_DUO52HI53LO:K23|CPC011_PC3_24H_X4_B5_DUO52HI53LO:K23|CPC011_PC3_24H_X5_B5_DUO52HI53LO:K23,233
CPC011_PC3_24H:BRD-K60038276-001-05-8:10,CPC011_PC3_24H:BRD-K60038276-001-05-8:10,BRD-K60038276,irbesartan,trt_cp,PC3,10,µM,10 µM,24,h,24 h,CPC011_PC3_24H_X1_B3_DUO52HI53LO:L08|CPC011_PC3_24H_X2_B3_DUO52HI53LO:L08|CPC011_PC3_24H_X4_B5_DUO52HI53LO:L08|CPC011_PC3_24H_X5_B5_DUO52HI53LO:L08,233
CPC011_PC3_24H:BRD-K52662033-001-15-8:10,CPC011_PC3_24H:BRD-K52662033-001-15-8:10,BRD-K52662033,lidocaine,trt_cp,PC3,10,µM,10 µM,24,h,24 h,CPC011_PC3_24H_X1_B3_DUO52HI53LO:C21|CPC011_PC3_24H_X2_B3_DUO52HI53LO:C21|CPC011_PC3_24H_X4_B5_DUO52HI53LO:C21|CPC011_PC3_24H_X5_B5_DUO52HI53LO:C21,233
CPC011_PC3_24H:BRD-K66198023-237-01-9:10,CPC011_PC3_24H:BRD-K66198023-237-01-9:10,BRD-K66198023,losartan,trt_cp,PC3,10,µM,10 µM,24,h,24 h,CPC011_PC3_24H_X1_B3_DUO52HI53LO:M12|CPC011_PC3_24H_X2_B3_DUO52HI53LO:M12|CPC011_PC3_24H_X4_B5_DUO52HI53LO:M12|CPC011_PC3_24H_X5_B5_DUO52HI53LO:M12,233
