PubChem_CID,Compound Name,standardized_smiles,vDILIConcern
5509,tolmetin,Cc1ccc(C(=O)c2ccc(CC(=O)O)n2C)cc1,vLess-DILI-Concern
5284627,topiramate,CC1(C)O[C@@H]2CO[C@@]3(COS(N)(=O)=O)OC(C)(C)O[C@H]3[C@@H]2O1,vLess-DILI-Concern
5484727,trandolapril,CCOC(=O)[C@H](CCc1ccccc1)N[C@@H](C)C(=O)N1[C@H](C(=O)O)C[C@H]2CCCC[C@@H]21,vLess-DILI-Concern
441233,tranylcypromine,N[C@@H]1CC1c1ccccc1,vLess-DILI-Concern
5533,trazodone,O=c1n(CCCN2CCN(c3cccc(Cl)c3)CC2)nc2ccccn12,vLess-DILI-Concern
5546,triamterene,Nc1nc(N)c2nc(-c3ccccc3)c(N)nc2n1,vLess-DILI-Concern
5578,trimethoprim,COc1cc(Cc2cnc(N)nc2N)cc(OC)c1OC,vLess-DILI-Concern
60773,valaciclovir,CC(C)[C@H](N)C(=O)OCCOCn1cnc2c(=O)[nH]c(N)nc21,vLess-DILI-Concern
60846,valsartan,CCCCC(=O)N(Cc1ccc(-c2ccccc2-c2nn[nH]n2)cc1)[C@H](C(=O)O)C(C)C,vLess-DILI-Concern
5310966,varenicline,c1cnc2cc3c(cc2n1)[C@H]1CNC[C@@H]3C1,vLess-DILI-Concern
5656,venlafaxine,COc1ccc(C(CN(C)C)C2(O)CCCCC2)cc1,vLess-DILI-Concern
5978,vincristine,CC[C@]1(O)C[C@H]2CN(CCc3c([nH]c4ccccc34)[C@@](C(=O)OC)(c3cc4c(cc3OC)N(C=O)[C@H]3[C@@](O)(C(=O)OC)[C@H](OC(C)=O)[C@]5(CC)C=CCN6CC[C@]43[C@@H]65)C2)C1,vLess-DILI-Concern
6691,warfarin,CC(=O)CC(c1ccccc1)c1c(O)oc2ccccc2c1=O,vLess-DILI-Concern
60854,ziprasidone,O=C1Cc2cc(CCN3CCN(c4nsc5ccccc45)CC3)c(Cl)cc2N1,vLess-DILI-Concern
5734,zonisamide,NS(=O)(=O)Cc1noc2ccccc12,vLess-DILI-Concern
71771,aceclofenac,O=C(O)COC(=O)Cc1ccccc1Nc1c(Cl)cccc1Cl,vLess-DILI-Concern
2088,alendronate,NCCCC(O)(P(=O)(O)O)P(=O)(O)O,vLess-DILI-Concern
5493444,aliskiren,COCCCOc1cc(C[C@@H](C[C@H](N)[C@@H](O)C[C@H](C(=O)NCC(C)(C)C(N)=O)C(C)C)C(C)C)ccc1OC,vLess-DILI-Concern
3007,amphetamine,CC(N)Cc1ccccc1,vLess-DILI-Concern
2244,aspirin,CC(=O)Oc1ccccc1C(=O)O,vLess-DILI-Concern
7699,benzonatate,CCCCNc1ccc(C(=O)OCCOCCOCCOCCOCCOCCOCCOCCOCCOC)cc1,vLess-DILI-Concern
2710,chlorcyclizine,CN1CCN(C(c2ccccc2)c2ccc(Cl)cc2)CC1,vLess-DILI-Concern
2973,deferoxamine,CC(=O)N(O)CCCCCNC(=O)CCC(=O)N(O)CCCCCNC(=O)CCC(=O)N(O)CCCCCN,vLess-DILI-Concern
5281081,entacapone,CCN(CC)C(=O)/C(C#N)=C/c1cc(O)c(O)c([N+](=O)[O-])c1,vLess-DILI-Concern
57363,finasteride,CC(C)(C)NC(=O)[C@H]1CC[C@H]2[C@@H]3CC[C@H]4NC(=O)C=C[C@]4(C)[C@H]3CC[C@]12C,vLess-DILI-Concern
3385,fluorouracil,O=c1[nH]cc(F)c(=O)[nH]1,vLess-DILI-Concern
3038497,fospropofol,CC(C)c1cccc(C(C)C)c1OCOP(=O)([O-])[O-],vLess-DILI-Concern
3821,ketamine,CNC1(c2ccccc2Cl)CCCCC1=O,vLess-DILI-Concern
4091,metformin,CN(C)C(=N)N=C(N)N,vLess-DILI-Concern
4173,metronidazole,Cc1ncc([N+](=O)[O-])n1CCO,vLess-DILI-Concern
5746,mitomycin,CO[C@@]12[C@H](COC(N)=O)C3=C(C(=O)C(C)=C(N)C3=O)N1C[C@@H]1N[C@@H]12,vLess-DILI-Concern
4771,phentermine,CC(C)(N)Cc1ccccc1,vLess-DILI-Concern
6918456,prasugrel hydrochloride,CC(=O)Oc1cc2c(s1)CCN(C(C(=O)C1CC1)c1ccccc1F)C2,vLess-DILI-Concern
5486971,pregabalin,CC(C)C[C@H](CN)CC(=O)O,vLess-DILI-Concern
5328,sulfamethizole,Cc1nnc(NS(=O)(=O)c2ccc(N)cc2)s1,vLess-DILI-Concern
129211,tamsulosin,CCOc1ccccc1OCCN[C@H](C)Cc1ccc(OC)c(S(N)(=O)=O)c1,vLess-DILI-Concern
68740,zoledronate,O=P(O)(O)C(O)(Cn1ccnc1)P(=O)(O)O,vLess-DILI-Concern
187,acetylcholine chloride,CC(=O)OCC[N+](C)(C)C,vNo-DILI-Concern
12035,acetylcysteine,CC(=O)N[C@@H](CS)C(=O)O,vNo-DILI-Concern
60961,adenosine,Nc1ncnc2c1ncn2[C@@H]1O[C@H](CO)[C@@H](O)[C@H]1O,vNo-DILI-Concern
51263,alfentanil,CCC(=O)N(c1ccccc1)C1(COC)CCN(CCn2nnn(CC)c2=O)CC1,vNo-DILI-Concern
123606,almotriptan,CN(C)CCc1c[nH]c2ccc(CS(=O)(=O)N3CCCC3)cc12,vNo-DILI-Concern
5488548,alvimopan,C[C@H]1CN(C[C@H](Cc2ccccc2)C(=O)NCC(=O)O)CC[C@@]1(C)c1cccc(O)c1,vNo-DILI-Concern
2131,ambenonium,CC[N+](CC)(CCNC(=O)C(=O)NCC[N+](CC)(CC)Cc1ccccc1Cl)Cc1ccccc1Cl,vNo-DILI-Concern
2141,amifostine,NCCCNCCSP(=O)(O)O,vNo-DILI-Concern
37768,amikacin,NCC[C@H](O)C(=O)N[C@@H]1C[C@H](N)[C@@H](O[C@H]2O[C@H](CN)[C@@H](O)[C@H](O)[C@H]2O)[C@H](O)[C@H]1O[C@H]1O[C@H](CO)[C@@H](O)[C@H](N)[C@H]1O,vNo-DILI-Concern
564,aminocaproic acid,NCCCCCC(=O)O,vNo-DILI-Concern
2148,aminohippurate,Nc1ccc(C(=O)NCC(=O)O)cc1,vNo-DILI-Concern
6005,apomorphine,CN1CCc2cccc3c2[C@H]1Cc1ccc(O)c(O)c1-3,vNo-DILI-Concern
152951,argatroban,C[C@H]1CNc2c(cccc2S(=O)(=O)N[C@@H](CCCN=C(N)N)C(=O)N2CC[C@@H](C)C[C@@H]2C(=O)O)C1,vNo-DILI-Concern
47319,atracurium,COc1ccc(CC2c3cc(OC)c(OC)cc3CC[N+]2(C)CCC(=O)OCCCCCOC(=O)CC[N+]2(C)CCc3cc(OC)c(OC)cc3C2Cc2ccc(OC)c(OC)c2)cc1OC,vNo-DILI-Concern
174174,atropine,CN1[C@H]2CC[C@@H]1CC(OC(=O)C(CO)c1ccccc1)C2,vNo-DILI-Concern
65628,bendamustine,Cn1c(CCCC(=O)O)nc2cc(N(CCCl)CCCl)ccc21,vNo-DILI-Concern
2341,benzphetamine,CC(Cc1ccccc1)N(C)Cc1ccccc1,vNo-DILI-Concern
6832,benztropine,CN1[C@@H]2CC[C@@H]1CC(OC(c1ccccc1)c1ccccc1)C2,vNo-DILI-Concern
119212,benzylpenicilloyl polylysine,CC1(C)SC(C(NC(=O)Cc2ccccc2)C(=O)NCCCCCC(=O)O)NC1C(=O)O,vNo-DILI-Concern
247,betaine,C[N+](C)(C)CC(=O)[O-],vNo-DILI-Concern
2370,bethanechol,CC(C[N+](C)(C)C)OC(N)=O,vNo-DILI-Concern
2381,biperiden,OC(CCN1CCCCC1)(c1ccccc1)C1CC2C=CC1C2,vNo-DILI-Concern
2391,bisacodyl,CC(=O)Oc1ccc(C(c2ccc(OC(C)=O)cc2)c2ccccn2)cc1,vNo-DILI-Concern
6834,brompheniramine,CN(C)CCC(c1ccc(Br)cc1)c1ccccn1,vNo-DILI-Concern
63006,budesonide,CCC[C@H]1O[C@@H]2C[C@H]3[C@@H]4CCC5=CC(=O)C=C[C@]5(C)[C@H]4[C@@H](O)C[C@]3(C)[C@]2(C(=O)CO)O1,vNo-DILI-Concern
5361092,butorphanol,Oc1ccc2c(c1)[C@@]13CCCC[C@@]1(O)[C@@H](C2)N(CC1CCC1)CC3,vNo-DILI-Concern
54746,cabergoline,C=CCN1C[C@H](C(=O)N(CCCN(C)C)C(=O)NCC)C[C@@H]2c3cccc4[nH]cc(c34)C[C@H]21,vNo-DILI-Concern
2519,caffeine,Cn1c(=O)c2c(ncn2C)n(C)c1=O,vNo-DILI-Concern
134070,calcitriol,C=C1C(=CC=C2CCC[C@@]3(C)[C@H]2CC[C@@H]3[C@H](C)CCCC(C)(C)O)C[C@@H](O)C[C@@H]1O,vNo-DILI-Concern
2564,carbinoxamine,CN(C)CCOC(c1ccc(Cl)cc1)c1ccccn1,vNo-DILI-Concern
5284525,carboprost tromethamine,CCCCC[C@](C)(O)/C=C/[C@H]1[C@H](O)C[C@H](O)[C@@H]1C/C=C/CCCC(=O)O,vNo-DILI-Concern
2576,carisoprodol,CCCC(C)(COC(N)=O)COC(=O)NC(C)C,vNo-DILI-Concern
298,chloramphenicol,O=C(NC(CO)C(O)c1ccc([N+](=O)[O-])cc1)C(Cl)Cl,vNo-DILI-Concern
2725,chlorpheniramine,CN(C)CCC(c1ccc(Cl)cc1)c1ccccn1,vNo-DILI-Concern
156419,cinacalcet,C[C@@H](NCCCc1cccc(C(F)(F)F)c1)c1cccc2ccccc12,vNo-DILI-Concern
62886,cisatracurium besylate,COc1ccc(C[C@@H]2c3cc(OC)c(OC)cc3CC[N@+]2(C)CCC(=O)OCCCCCOC(=O)CC[N@@+]2(C)CCc3cc(OC)c(OC)cc3[C@H]2Cc2ccc(OC)c(OC)c2)cc1OC,vNo-DILI-Concern
26987,clemastine,CN1CCC[C@@H]1CCO[C@](C)(c1ccccc1)c1ccc(Cl)cc1,vNo-DILI-Concern
153994,clevidipine,CCCC(=O)OCOC(=O)C1=C(C)NC(C)=C(C(=O)OC)C1c1cccc(Cl)c1Cl,vNo-DILI-Concern
5284371,codeine,COc1ccc2c3c1O[C@H]1[C@@H](O)C=C[C@H]4[C@@H](C2)N(C)CC[C@]314,vNo-DILI-Concern
151171,conivaptan,Cc1nc2c([nH]1)CCN(C(=O)c1ccc(NC(=O)c3ccccc3-c3ccccc3)cc1)c1ccccc1-2,vNo-DILI-Concern
5745,cortisone acetate,CC(=O)OCC(=O)[C@@]1(O)CC[C@H]2[C@@H]3CCC4=CC(=O)CC[C@]4(C)[C@H]3C(=O)C[C@@]21C,vNo-DILI-Concern
444031,darifenacin,NC(=O)C(c1ccccc1)(c1ccccc1)[C@@H]1CCN(CCc2ccc3c(c2)CCO3)C1,vNo-DILI-Concern
30323,daunorubicin,COc1cccc2c1C(=O)c1c(O)c3c(c(O)c1C2=O)C[C@@](O)(C(C)=O)C[C@@H]3O[C@H]1C[C@H](N)[C@H](O)[C@H](C)O1,vNo-DILI-Concern
4678,dexpanthenol,CC(C)(CO)C(O)C(=O)NCCCO,vNo-DILI-Concern
5360696,dextromethorphan,COc1ccc2c(c1)[C@]13CCCC[C@@H]1[C@H](C2)N(C)CC3,vNo-DILI-Concern
5793,dextrose,OC[C@H]1OC(O)[C@H](O)[C@@H](O)[C@@H]1O,vNo-DILI-Concern
2140,diatrizoate,CC(=O)Nc1c(I)c(NC(C)=O)c(I)c(C(=O)O)c1I,vNo-DILI-Concern
3038,dichlorphenamide,NS(=O)(=O)c1cc(Cl)c(Cl)c(S(N)(=O)=O)c1,vNo-DILI-Concern
3042,dicyclomine,CCN(CC)CCOC(=O)C1(C2CCCCC2)CCCCC1,vNo-DILI-Concern
7029,diethylpropion,CCN(CC)C(C)C(=O)c1ccccc1,vNo-DILI-Concern
30322,digoxin,C[C@H]1O[C@@H](O[C@H]2[C@@H](O)C[C@H](O[C@H]3[C@@H](O)C[C@H](O[C@H]4CC[C@]5(C)[C@H]6C[C@@H](O)[C@]7(C)C(C8=CC(=O)OC8)CC[C@]7(O)[C@@H]6CC[C@@H]5C4)O[C@@H]3C)O[C@@H]2C)C[C@H](O)[C@@H]1O,vNo-DILI-Concern
10531,dihydroergotamine,CN1C[C@H](C(=O)N[C@]2(C)O[C@@]3(O)[C@@H]4CCCN4C(=O)[C@H](Cc4ccccc4)N3C2=O)C[C@@H]2c3cccc4[nH]cc(c34)C[C@H]21,vNo-DILI-Concern
3080,dimercaprol,OCC(S)CS,vNo-DILI-Concern
3100,diphenhydramine,CN(C)CCOC(c1ccccc1)c1ccccc1,vNo-DILI-Concern
13505,diphenoxylate,CCOC(=O)C1(c2ccccc2)CCN(CCC(C#N)(c2ccccc2)c2ccccc2)CC1,vNo-DILI-Concern
36811,dobutamine,CC(CCc1ccc(O)cc1)NCCc1ccc(O)c(O)c1,vNo-DILI-Concern
71329,dofetilide,CN(CCOc1ccc(NS(C)(=O)=O)cc1)CCc1ccc(NS(C)(=O)=O)cc1,vNo-DILI-Concern
681,dopamine,NCCc1ccc(O)c(O)c1,vNo-DILI-Concern
3156,doxapram,CCN1CC(CCN2CCOCC2)C(c2ccccc2)(c2ccccc2)C1=O,vNo-DILI-Concern
3162,doxylamine,CN(C)CCOC(C)(c1ccccc1)c1ccccn1,vNo-DILI-Concern
3168,droperidol,O=C(CCCN1CC=C(n2c(=O)[nH]c3ccccc32)CC1)c1ccc(F)cc1,vNo-DILI-Concern
152945,dutasteride,C[C@]12CCC3[C@@H](CC[C@H]4NC(=O)C=C[C@]34C)[C@@H]1CC[C@@H]2C(=O)Nc1cc(C(F)(F)F)ccc1C(F)(F)F,vNo-DILI-Concern
3182,dyphylline,Cn1c(=O)c2c(ncn2CC(O)CO)n(C)c1=O,vNo-DILI-Concern
3202,edrophonium,CC[N+](C)(C)c1cccc(O)c1,vNo-DILI-Concern
9294,ephedrine,CN[C@@H](C)[C@H](O)c1ccccc1,vNo-DILI-Concern
5816,epinephrine,CNC[C@H](O)c1ccc(O)c(O)c1,vNo-DILI-Concern
127893,epoetin alfa,O=C(CNC(=O)c1ccccc1)CC(Cc1ccccc1)C(=O)O,vNo-DILI-Concern
123610,eptifibatide,NC(=O)C1CSSCCC(=O)NC(CCCCN=C(N)N)C(=O)NCC(=O)NC(CC(=O)O)C(=O)NC(Cc2c[nH]c3ccccc23)C(=O)N2CCCC2C(=O)N1,vNo-DILI-Concern
5280793,ergocalciferol,C=C1CC[C@H](O)C/C1=C/C=C1\CCC[C@@]2(C)[C@H]1CC[C@@H]2[C@H](C)/C=C/[C@H](C)C(C)C,vNo-DILI-Concern
59768,esmolol,COC(=O)CCc1ccc(OCC(O)CNC(C)C)cc1,vNo-DILI-Concern
3261,estazolam,Clc1ccc2c(c1)C(c1ccccc1)=NCc1nncn1-2,vNo-DILI-Concern
3305,etidronic acid,CC(O)(P(=O)(O)O)P(=O)(O)O,vNo-DILI-Concern
36339,etomidate,CCOC(=O)c1cncn1C(C)c1ccccc1,vNo-DILI-Concern
9552071,exametazime,C/C(=N\O)[C@@H](C)NCC(C)(C)CN[C@H](C)/C(C)=N/O,vNo-DILI-Concern
3341,fenoldopam,Oc1ccc(C2CNCCc3c2cc(O)c(O)c3Cl)cc1,vNo-DILI-Concern
9849808,fesoterodine,CC(C)C(=O)Oc1ccc(CO)cc1[C@H](CCN(C(C)C)C(C)C)c1ccccc1,vNo-DILI-Concern
3348,fexofenadine,CC(C)(C(=O)O)c1ccc(C(O)CCCN2CCC(C(O)(c3ccccc3)c3ccccc3)CC2)cc1,vNo-DILI-Concern
3354,flavoxate,Cc1c(-c2ccccc2)oc2c(C(=O)OCCN3CCCCC3)cccc2c1=O,vNo-DILI-Concern
30751,fludarabine,Nc1nc(F)nc2c1ncn2[C@@H]1O[C@H](COP(=O)(O)O)[C@@H](O)[C@@H]1O,vNo-DILI-Concern
31378,fludrocortisone,C[C@]12C[C@H](O)[C@@]3(F)[C@@H](CCC4=CC(=O)CC[C@@]43C)[C@@H]1CC[C@]2(O)C(=O)CO,vNo-DILI-Concern
3373,flumazenil,CCOC(=O)c1ncn2c1CN(C)C(=O)c1cc(F)ccc1-2,vNo-DILI-Concern
16850,fluorescein,O=C1OC2(c3ccc(O)cc3Oc3cc(O)ccc32)c2ccccc21,vNo-DILI-Concern
6037,folic acid,Nc1nc2ncc(CNc3ccc(C(=O)N[C@@H](CCC(=O)O)C(=O)O)cc3)nc2c(=O)[nH]1,vNo-DILI-Concern
77992,frovatriptan,CN[C@@H]1CCc2[nH]c3ccc(C(N)=O)cc3c2C1,vNo-DILI-Concern
6918204,gadobenate dimeglumine,O=C(O)CN(CCN(CC(=O)O)CC(=O)O)CCN(CC(=O)O)C(COCc1ccccc1)C(=O)O,vNo-DILI-Concern
158440,gadofosveset trisodium,O=C([O-])CN(CCN(CC(=O)O)C[C@H](COP(=O)(O)OC1CCC(c2ccccc2)(c2ccccc2)CC1)N(CC(=O)[O-])CC(=O)[O-])CC(=O)O,vNo-DILI-Concern
60714,gadoteridol,CC(O)CN1CCN(CC(=O)O)CCN(CC(=O)O)CCN(CC(=O)O)CC1,vNo-DILI-Concern
444013,gadoversetamide,COCCNC(=O)CN(CCN(CCN(CC(=O)O)CC(=O)NCCOC)CC(=O)O)CC(=O)O,vNo-DILI-Concern
23663870,gamma hydroxybutyric acid,O=C([O-])CCCO,vNo-DILI-Concern
3494,glycopyrrolate,C[N+]1(C)CCC(OC(=O)C(O)(c2ccccc2)C2CCCC2)C1,vNo-DILI-Concern
3516,guaifenesin,COc1ccccc1OCC(O)CO,vNo-DILI-Concern
3518,guanethidine,NC(N)=NCCN1CCCCCCC1,vNo-DILI-Concern
65513,histamine diphosphate,NCCc1cnc[nH]1,vNo-DILI-Concern
5754,hydrocortisone,C[C@]12C[C@H](O)[C@H]3[C@@H](CCC4=CC(=O)CC[C@@]43C)[C@@H]1CC[C@]2(O)C(=O)CO,vNo-DILI-Concern
3658,hydroxyzine,OCCOCCN1CCN(C(c2ccccc2)c2ccc(Cl)cc2)CC1,vNo-DILI-Concern
60852,ibandronate,CCCCCN(C)CCC(O)(P(=O)(O)O)P(=O)(O)O,vNo-DILI-Concern
60753,ibutilide,CCCCCCCN(CC)CCCC(O)c1ccc(NS(C)(=O)=O)cc1,vNo-DILI-Concern
19190,indocyanine green,CC1(C)C(=CC=CC=CC=CC2=[N+](CCCCS(=O)(=O)[O-])c3ccc4ccccc4c3C2(C)C)N(CCCCS(=O)(=O)[O-])c2ccc3ccccc3c21,vNo-DILI-Concern
3737,iothalamate sodium,CNC(=O)c1c(I)c(NC(C)=O)c(I)c(C(=O)O)c1I,vNo-DILI-Concern
3741,ioversol,O=C(NCC(O)CO)c1c(I)c(C(=O)NCC(O)CO)c(I)c(N(CCO)C(=O)CO)c1I,vNo-DILI-Concern
3779,isoproterenol,CC(C)NCC(O)c1ccc(O)c(O)c1,vNo-DILI-Concern
6883,isosorbide dinitrate,O=[N+]([O-])O[C@H]1CO[C@H]2[C@@H]1OC[C@H]2O[N+](=O)[O-],vNo-DILI-Concern
3783,isoxsuprine,CC(COc1ccccc1)NC(C)C(O)c1ccc(O)cc1,vNo-DILI-Concern
6032,kanamycin,NC[C@H]1O[C@H](O[C@@H]2[C@@H](N)C[C@@H](N)[C@H](O[C@H]3O[C@H](CO)[C@@H](O)[C@H](N)[C@H]3O)[C@H]2O)[C@H](O)[C@@H](O)[C@@H]1O,vNo-DILI-Concern
11333,lactulose,OC[C@H]1O[C@](O)(CO)[C@@H](O)[C@@H]1O[C@@H]1O[C@H](CO)[C@H](O)[C@H](O)[C@H]1O,vNo-DILI-Concern
6322,l-arginine,NC(N)=NCCC[C@H](N)C(=O)O,vNo-DILI-Concern
10917,l-carnitine,C[N+](C)(C)C[C@H](O)CC(=O)[O-],vNo-DILI-Concern
54575,leucovorin,Nc1nc2c(c(=O)[nH]1)N(C=O)C(CNc1ccc(C(=O)N[C@H](CCC(=O)O)C(=O)O)cc1)CN2,vNo-DILI-Concern
15341110,levomefolate calcium,CN1c2c(nc(N)[nH]c2=O)NC[C@@H]1CNc1ccc(C(=O)N[C@@H](CCC(=O)O)C(=O)O)cc1,vNo-DILI-Concern
13109,levonorgestrel,C#C[C@]1(O)CC[C@H]2[C@@H]3CCC4=CC(=O)CC[C@@H]4[C@H]3CC[C@@]21CC,vNo-DILI-Concern
5359272,levorphanol,CN1CC[C@]23CCCC[C@H]2[C@H]1Cc1ccc(O)cc13,vNo-DILI-Concern
3676,lidocaine,CCN(CC)CC(=O)Nc1c(C)cccc1C,vNo-DILI-Concern
5920,liothyronine,N[C@@H](Cc1cc(I)c(Oc2ccc(O)c(I)c2)c(I)c1)C(=O)O,vNo-DILI-Concern
6137,l-methionine,CSCC[C@H](N)C(=O)O,vNo-DILI-Concern
3955,loperamide,CN(C)C(=O)C(CCN1CCC(O)(c2ccc(Cl)cc2)CC1)(c1ccccc1)c1ccccc1,vNo-DILI-Concern
3957,loratadine,CCOC(=O)N1CCC(=C2c3ccc(Cl)cc3CCc3cccnc32)CC1,vNo-DILI-Concern
656719,lubiprostone,CCCCC(F)(F)[C@@]1(O)CC[C@@H]2[C@H](CCCCCCC(=O)O)C(=O)C[C@H]2O1,vNo-DILI-Concern
453,mannitol,OCC(O)C(O)C(O)C(O)CO,vNo-DILI-Concern
4032,mecamylamine,CNC1(C)C2CCC(C2)C1(C)C,vNo-DILI-Concern
4034,meclizine,Cc1cccc(CN2CCN(C(c3ccccc3)c3ccc(Cl)cc3)CC2)c1,vNo-DILI-Concern
4057,mepenzolate,C[N+]1(C)CCCC(OC(=O)C(O)(c2ccccc2)c2ccccc2)C1,vNo-DILI-Concern
4058,meperidine,CCOC(=O)C1(c2ccccc2)CCN(C)CC1,vNo-DILI-Concern
4062,mepivacaine,Cc1cccc(C)c1NC(=O)C1CCCCN1C,vNo-DILI-Concern
4064,meprobamate,CCCC(C)(COC(N)=O)COC(N)=O,vNo-DILI-Concern
10836,methamphetamine,CN[C@@H](C)Cc1ccccc1,vNo-DILI-Concern
6476,methsuximide,CN1C(=O)CC(C)(c2ccccc2)C1=O,vNo-DILI-Concern
8226,methylergonovine,CC[C@@H](CO)NC(=O)[C@@H]1C=C2c3cccc4[nH]cc(c34)C[C@H]2N(C)C1,vNo-DILI-Concern
5361917,methylnaltrexone bromide,C[N+]1(CC2CC2)CC[C@]23c4c5ccc(O)c4O[C@H]2C(=O)CC[C@@]3(O)[C@H]1C5,vNo-DILI-Concern
4120,methylscopolamine bromide,C[N+]1(C)C2CC(OC(=O)C(CO)c3ccccc3)CC1C1OC12,vNo-DILI-Concern
9681,methysergide,CC[C@@H](CO)NC(=O)[C@@H]1C=C2c3cccc4c3c(cn4C)C[C@H]2N(C)C1,vNo-DILI-Concern
4174,metyrapone,CC(C)(C(=O)c1cccnc1)c1cccnc1,vNo-DILI-Concern
441350,metyrosine,C[C@](N)(Cc1ccc(O)cc1)C(=O)O,vNo-DILI-Concern
4192,midazolam,Cc1ncc2n1-c1ccc(Cl)cc1C(c1ccccc1F)=NC2,vNo-DILI-Concern
4195,midodrine,COc1ccc(OC)c(C(O)CNC(=O)CN)c1,vNo-DILI-Concern
55245,mifepristone,CC#C[C@]1(O)CC[C@H]2[C@@H]3CCC4=CC(=O)CCC4=C3[C@@H](c3ccc(N(C)C)cc3)C[C@@]21C,vNo-DILI-Concern
441314,miglitol,OCCN1C[C@H](O)[C@@H](O)[C@H](O)[C@H]1CO,vNo-DILI-Concern
51634,miglustat,CCCCN1C[C@H](O)[C@@H](O)[C@H](O)[C@H]1CO,vNo-DILI-Concern
4201,minoxidil,N=c1nc(N2CCCCC2)cc(N)n1O,vNo-DILI-Concern
4211,mitotane,Clc1ccc(C(c2ccccc2Cl)C(Cl)Cl)cc1,vNo-DILI-Concern
5288826,morphine,CN1CC[C@]23c4c5ccc(O)c4O[C@H]2[C@@H](O)C=C[C@H]3[C@H]1C5,vNo-DILI-Concern
5284592,nabilone,CCCCCCC(C)(C)c1cc(O)c2c(c1)OC(C)(C)[C@@H]1CCC(=O)C[C@@H]21,vNo-DILI-Concern
5360630,nalbuphine,Oc1ccc2c3c1OC1[C@@H](O)CC[C@@]4(O)[C@@H](C2)N(CC2CCC2)CC[C@]314,vNo-DILI-Concern
5284596,naloxone,C=CCN1CC[C@]23c4c5ccc(O)c4O[C@H]2C(=O)CC[C@@]3(O)[C@H]1C5,vNo-DILI-Concern
4454,neomycin,NCC1OC(OC2C(CO)OC(OC3C(O)C(N)CC(N)C3OC3OC(CN)C(O)C(O)C3N)C2O)C(N)C(O)C1O,vNo-DILI-Concern
41684,nitazoxanide,CC(=O)Oc1ccccc1C(=O)Nc1ncc([N+](=O)[O-])s1,vNo-DILI-Concern
4510,nitroglycerin,O=[N+]([O-])OCC(CO[N+](=O)[O-])O[N+](=O)[O-],vNo-DILI-Concern
439260,norepinephrine,NC[C@H](O)c1ccc(O)c(O)c1,vNo-DILI-Concern
541197,norethindrone acetate,C#CC1(OC(C)=O)CCC2C3CCC4=CC(=O)CCC4C3CCC21C,vNo-DILI-Concern
11953884,nystatin,CC1/C=C/C=C/CC/C=C/C=C/C=C/C=C/C(OC2O[C@H](C)[C@@H](O)[C@H](N)[C@@H]2O)CC(O)C(C(=O)O)C(O)CC(=O)CC(O)C(O)CCC(O)CC(O)CC(O)CC(=O)OC(C)C(C)C1O,vNo-DILI-Concern
4086,orciprenaline,CC(C)NCC(O)c1cc(O)cc(O)c1,vNo-DILI-Concern
4601,orphenadrine,Cc1ccccc1C(OCCN(C)C)c1ccccc1,vNo-DILI-Concern
4634,oxybutynin,CCN(CC)CC#CCOC(=O)C(O)(c1ccccc1)C1CCCCC1,vNo-DILI-Concern
5284603,oxycodone,COc1ccc2c3c1O[C@H]1C(=O)CC[C@@]4(O)[C@@H](C2)N(C)CC[C@]314,vNo-DILI-Concern
5284604,oxymorphone,CN1CC[C@]23c4c5ccc(O)c4O[C@H]2C(=O)CC[C@@]3(O)[C@H]1C5,vNo-DILI-Concern
115237,paliperidone,Cc1nc2n(c(=O)c1CCN1CCC(c3noc4cc(F)ccc34)CC1)CCCC2O,vNo-DILI-Concern
11806,pamabrom,Cn1c(=O)c2[nH]c(Br)nc2n(C)c1=O,vNo-DILI-Concern
27350,pancuronium,CC(=O)O[C@H]1C[C@@H]2CC[C@@H]3[C@H](CC[C@@]4(C)[C@H]3C[C@H]([N+]3(C)CCCCC3)[C@@H]4OC(C)=O)[C@@]2(C)C[C@@H]1[N+]1(C)CCCCC1,vNo-DILI-Concern
165580,paromomycin,NC[C@@H]1O[C@H](O[C@@H]2[C@@H](CO)O[C@@H](O[C@@H]3[C@@H](O)[C@H](N)C[C@H](N)[C@H]3O[C@H]3O[C@H](CO)[C@@H](O)[C@H](O)[C@H]3N)[C@@H]2O)[C@H](N)[C@@H](O)[C@@H]1O,vNo-DILI-Concern
22879211,pegfilgrastim,COc1ccc(N(C)C)cc1CN[C@H]1CCCN[C@H]1c1ccccc1,vNo-DILI-Concern
37464,penbutolol,CC(C)(C)NC[C@H](O)COc1ccccc1C1CCCC1,vNo-DILI-Concern
6869,penicillin v,CC1(C)S[C@@H]2[C@H](NC(=O)COc3ccccc3)C(=O)N2[C@H]1C(=O)O,vNo-DILI-Concern
444007,pentagastrin,CSCC[C@H](NC(=O)[C@H](Cc1c[nH]c2ccccc12)NC(=O)CCNC(=O)OCC(C)C)C(=O)N[C@@H](CC(=O)O)C(=O)N[C@@H](Cc1ccccc1)C(N)=O,vNo-DILI-Concern
441278,pentazocine,CC(C)=CCN1CC[C@@]2(C)c3cc(O)ccc3C[C@@H]1[C@@H]2C,vNo-DILI-Concern
3053,pentetic acid,O=C(O)CN(CCN(CC(=O)O)CC(=O)O)CCN(CC(=O)O)CC(=O)O,vNo-DILI-Concern
